Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
58,Brazil,Tidal,EDM,29,118,BTS,Premium
50,Brazil,Spotify,R&B,578,256,The Weeknd,Premium
55,Germany,Tidal,EDM,465,199,Taylor Swift,Premium
42,Brazil,YouTube,EDM,46,145,The Weeknd,Premium
24,France,Apple Music,Metal,483,2,Adele,Premium
58,USA,Amazon Music,Hip-Hop,528,318,Dua Lipa,Premium
42,Australia,Amazon Music,R&B,379,306,BTS,Free
37,South Korea,YouTube,EDM,10,307,Billie Eilish,Premium
37,France,Spotify,R&B,576,305,BTS,Premium
17,France,Apple Music,R&B,577,19,Billie Eilish,Premium
35,South Korea,Deezer,EDM,366,124,Ed Sheeran,Premium
25,France,Deezer,Jazz,27,225,The Weeknd,Premium
60,Japan,Apple Music,Metal,438,187,Adele,Free
45,South Korea,Amazon Music,Hip-Hop,356,455,Ed Sheeran,Free
35,UK,Amazon Music,R&B,74,279,BTS,Free
39,India,Amazon Music,Pop,135,290,Post Malone,Free
54,USA,Amazon Music,Hip-Hop,184,132,Dua Lipa,Premium
45,UK,Apple Music,Classical,577,369,Billie Eilish,Free
48,UK,Amazon Music,Reggae,15,336,Dua Lipa,Premium
41,India,Apple Music,Jazz,137,83,Ed Sheeran,Premium
28,Japan,Deezer,EDM,144,146,Billie Eilish,Premium
13,South Korea,Tidal,Classical,481,96,Bad Bunny,Premium
17,Australia,Tidal,Rock,185,172,Taylor Swift,Free
52,India,Tidal,R&B,596,412,The Weeknd,Premium
35,Germany,YouTube,Jazz,349,298,Adele,Free
23,South Korea,Deezer,EDM,408,460,Post Malone,Premium
25,USA,Amazon Music,EDM,43,91,BTS,Free
18,France,Spotify,Hip-Hop,394,334,Dua Lipa,Free
35,India,Deezer,Classical,188,22,Post Malone,Premium
30,Germany,Deezer,Jazz,92,220,Post Malone,Premium
59,Brazil,Amazon Music,Reggae,132,19,Dua Lipa,Free
40,South Korea,YouTube,EDM,282,454,Taylor Swift,Premium
39,Australia,Tidal,Jazz,385,98,BTS,Free
23,India,Tidal,Hip-Hop,166,293,Billie Eilish,Free
16,UK,Tidal,Pop,514,317,Bad Bunny,Premium
60,Australia,Deezer,EDM,32,428,Bad Bunny,Premium
34,India,Spotify,Country,563,450,The Weeknd,Premium
55,Canada,Tidal,Classical,486,495,Adele,Premium
47,Australia,Deezer,Pop,251,430,Bad Bunny,Free
29,Brazil,Amazon Music,R&B,355,233,BTS,Premium
60,Australia,YouTube,Metal,98,314,Ed Sheeran,Free
33,South Korea,YouTube,Classical,308,450,Bad Bunny,Free
49,Australia,YouTube,Classical,92,271,Taylor Swift,Premium
45,France,Amazon Music,Metal,170,33,Post Malone,Premium
33,Australia,YouTube,Metal,50,436,Taylor Swift,Free
14,Brazil,YouTube,R&B,337,250,Dua Lipa,Premium
20,India,YouTube,EDM,31,401,Dua Lipa,Free
52,Brazil,YouTube,Classical,275,364,Dua Lipa,Free
46,France,YouTube,Country,332,418,Post Malone,Free
32,France,Apple Music,Metal,328,350,Billie Eilish,Free
43,India,Spotify,Metal,172,312,Drake,Free
39,South Korea,Tidal,Hip-Hop,139,20,Adele,Free
22,Canada,Deezer,Country,117,355,BTS,Free
27,Australia,Spotify,EDM,273,362,Ed Sheeran,Premium
17,Brazil,Spotify,Rock,569,251,Adele,Premium
58,Japan,Apple Music,Jazz,598,349,Bad Bunny,Free
56,UK,Deezer,EDM,469,275,Adele,Free
57,Australia,Apple Music,Reggae,158,61,BTS,Free
36,USA,Apple Music,Country,593,373,Billie Eilish,Premium
15,Australia,Amazon Music,EDM,143,251,Drake,Free
26,Brazil,Spotify,Hip-Hop,177,248,Ed Sheeran,Free
55,India,YouTube,Pop,489,317,Taylor Swift,Free
57,India,Apple Music,Classical,336,308,Bad Bunny,Free
29,Brazil,Apple Music,Hip-Hop,19,109,Dua Lipa,Free
27,Japan,Amazon Music,Classical,202,94,Post Malone,Premium
50,Canada,Amazon Music,Jazz,444,351,Ed Sheeran,Premium
51,USA,Amazon Music,Country,544,16,BTS,Free
39,France,Spotify,Hip-Hop,120,193,Billie Eilish,Free
45,Japan,YouTube,Hip-Hop,549,325,Bad Bunny,Premium
24,France,Tidal,Reggae,423,47,Ed Sheeran,Premium
56,India,Tidal,Jazz,121,488,Billie Eilish,Free
25,South Korea,Spotify,Classical,266,449,Taylor Swift,Premium
57,South Korea,Tidal,Jazz,20,359,Billie Eilish,Premium
17,Canada,Deezer,Metal,176,57,Adele,Free
33,France,Deezer,R&B,41,347,Adele,Free
18,Japan,Apple Music,Rock,68,445,Billie Eilish,Free
24,France,Amazon Music,Reggae,304,362,Taylor Swift,Free
28,Australia,YouTube,R&B,317,313,Drake,Premium
22,Australia,Spotify,Rock,345,415,Post Malone,Free
23,Brazil,YouTube,Rock,418,427,Adele,Premium
37,UK,Apple Music,R&B,522,424,Drake,Premium
56,Canada,Deezer,Reggae,167,52,Drake,Free
17,India,Spotify,Hip-Hop,32,237,Drake,Premium
31,France,Spotify,Pop,352,257,Bad Bunny,Free
13,Canada,Spotify,Reggae,123,321,Bad Bunny,Premium
53,Japan,Spotify,Pop,409,162,Taylor Swift,Free
19,South Korea,Amazon Music,Rock,238,242,BTS,Free
14,USA,Deezer,Pop,211,63,Billie Eilish,Premium
57,Brazil,Apple Music,Rock,184,9,Ed Sheeran,Free
13,Australia,YouTube,Classical,37,372,Taylor Swift,Premium
37,Australia,Deezer,Classical,428,382,BTS,Free
30,Australia,Amazon Music,Pop,73,79,Dua Lipa,Premium
42,UK,Apple Music,EDM,407,240,Post Malone,Free
53,France,YouTube,Metal,166,380,The Weeknd,Free
43,UK,Spotify,R&B,316,25,Dua Lipa,Premium
32,South Korea,Apple Music,Classical,454,321,Post Malone,Premium
59,France,Apple Music,Country,350,117,The Weeknd,Premium
36,India,Deezer,Reggae,147,475,Taylor Swift,Free
49,Germany,Apple Music,Jazz,118,156,Bad Bunny,Free
41,UK,Amazon Music,R&B,509,143,Adele,Premium
48,Australia,Apple Music,Country,161,196,BTS,Free
14,Brazil,Apple Music,R&B,344,184,Ed Sheeran,Premium
52,UK,Deezer,Country,40,307,BTS,Free
25,France,Amazon Music,Classical,324,438,Bad Bunny,Premium
41,Brazil,Tidal,Pop,94,455,Drake,Premium
34,India,Deezer,Reggae,407,176,Billie Eilish,Free
17,Brazil,YouTube,Rock,362,241,Drake,Free
18,India,Tidal,Classical,340,293,Billie Eilish,Free
25,Canada,YouTube,Hip-Hop,53,450,The Weeknd,Free
15,Australia,Tidal,Jazz,412,423,Adele,Free
33,Japan,YouTube,Metal,388,209,Bad Bunny,Free
37,Brazil,Amazon Music,Reggae,173,206,Billie Eilish,Premium
34,USA,Spotify,Pop,119,229,Taylor Swift,Premium
17,Australia,Spotify,Jazz,422,140,Dua Lipa,Premium
26,India,YouTube,Reggae,81,473,Dua Lipa,Premium
23,USA,Spotify,EDM,257,410,Adele,Free
60,USA,Spotify,Reggae,475,31,Ed Sheeran,Premium
54,South Korea,Apple Music,EDM,249,315,Billie Eilish,Free
48,France,Spotify,Reggae,578,97,Adele,Free
60,USA,Deezer,Metal,426,465,Taylor Swift,Premium
32,Brazil,Tidal,Classical,73,71,BTS,Free
57,Japan,Apple Music,Country,572,21,Adele,Free
52,Canada,Spotify,Hip-Hop,44,23,Post Malone,Premium
58,Germany,YouTube,Classical,336,139,BTS,Free
47,France,Deezer,Country,416,84,Bad Bunny,Free
45,Australia,Spotify,Hip-Hop,291,193,Ed Sheeran,Premium
20,Japan,Spotify,Pop,303,453,Dua Lipa,Free
16,Canada,Tidal,Jazz,162,483,Bad Bunny,Premium
37,Germany,Deezer,Rock,268,351,Post Malone,Free
43,South Korea,Spotify,EDM,91,259,Taylor Swift,Free
57,Japan,Apple Music,Reggae,401,372,Ed Sheeran,Premium
36,Brazil,YouTube,Pop,172,385,Drake,Free
51,Australia,YouTube,Pop,333,482,Taylor Swift,Premium
46,France,Spotify,Reggae,126,473,BTS,Free
56,France,YouTube,R&B,370,3,Ed Sheeran,Premium
39,Germany,Amazon Music,Metal,480,20,BTS,Free
29,Canada,YouTube,Classical,211,84,Adele,Premium
28,South Korea,Apple Music,R&B,66,184,Adele,Premium
36,USA,Spotify,EDM,164,423,Drake,Premium
20,Japan,YouTube,Country,203,258,Ed Sheeran,Free
13,Australia,YouTube,Hip-Hop,14,221,Adele,Premium
16,UK,YouTube,Classical,41,113,Adele,Free
49,Canada,Amazon Music,Country,331,193,Billie Eilish,Premium
46,USA,Apple Music,R&B,211,21,Taylor Swift,Free
52,Canada,Spotify,Rock,56,21,Ed Sheeran,Premium
55,Australia,Tidal,Metal,411,238,BTS,Premium
41,South Korea,Deezer,Classical,394,332,Post Malone,Free
32,Japan,Spotify,Reggae,20,276,Bad Bunny,Free
16,USA,Amazon Music,Classical,422,285,BTS,Premium
22,Japan,Tidal,Metal,263,202,Adele,Free
36,France,YouTube,R&B,539,491,Adele,Free
44,South Korea,Deezer,Hip-Hop,301,18,Dua Lipa,Premium
52,UK,YouTube,Jazz,305,358,Bad Bunny,Free
54,USA,YouTube,Rock,249,174,The Weeknd,Premium
16,Germany,YouTube,Metal,577,279,Ed Sheeran,Premium
47,France,YouTube,Rock,320,166,Post Malone,Premium
18,France,Tidal,Jazz,270,380,The Weeknd,Free
55,UK,Amazon Music,Pop,259,175,BTS,Premium
26,Brazil,YouTube,Rock,285,408,Taylor Swift,Premium
55,South Korea,Tidal,Jazz,450,226,Post Malone,Free
52,India,Deezer,Country,133,202,The Weeknd,Free
54,UK,Amazon Music,Country,365,369,BTS,Premium
14,Canada,Deezer,R&B,65,307,Ed Sheeran,Free
31,South Korea,Deezer,Jazz,101,346,Drake,Free
51,UK,Apple Music,Hip-Hop,349,96,Billie Eilish,Free
34,UK,Apple Music,R&B,475,145,Dua Lipa,Free
23,UK,Tidal,Reggae,71,83,Ed Sheeran,Free
31,India,Amazon Music,Classical,417,467,BTS,Premium
14,South Korea,Tidal,Hip-Hop,322,427,Post Malone,Free
41,USA,Tidal,Classical,422,92,Adele,Premium
60,UK,Tidal,Hip-Hop,130,119,Adele,Free
29,UK,Apple Music,EDM,260,63,Billie Eilish,Free
19,India,YouTube,Classical,413,249,Taylor Swift,Premium
47,Germany,Tidal,Metal,364,420,The Weeknd,Premium
27,Germany,Tidal,Metal,316,82,The Weeknd,Premium
24,USA,Deezer,Classical,308,430,Taylor Swift,Free
15,Canada,Spotify,Reggae,509,261,The Weeknd,Premium
13,Japan,Apple Music,Metal,592,474,Taylor Swift,Free
33,France,Tidal,Pop,517,246,Drake,Premium
27,Brazil,Spotify,R&B,532,404,The Weeknd,Premium
40,France,Spotify,Country,187,100,Drake,Free
23,South Korea,Deezer,EDM,554,110,Bad Bunny,Premium
18,Brazil,Deezer,Jazz,557,488,Bad Bunny,Free
44,Germany,Deezer,Pop,535,426,Adele,Premium
21,India,Deezer,Metal,520,432,Adele,Premium
32,India,Amazon Music,Reggae,24,446,Billie Eilish,Premium
39,France,Tidal,Reggae,502,97,Post Malone,Premium
53,Japan,Apple Music,Metal,64,20,Taylor Swift,Free
21,UK,Tidal,R&B,30,123,Dua Lipa,Premium
52,Germany,Deezer,EDM,177,50,Drake,Free
21,Brazil,Deezer,Pop,92,38,Post Malone,Free
39,USA,Tidal,Jazz,581,119,Ed Sheeran,Premium
47,Japan,Spotify,Hip-Hop,177,115,Ed Sheeran,Free
36,Japan,Amazon Music,EDM,526,325,Ed Sheeran,Premium
52,Canada,Tidal,Classical,574,465,Dua Lipa,Premium
35,Germany,Apple Music,Country,345,414,BTS,Free
59,UK,Apple Music,Metal,517,270,BTS,Free
15,France,Spotify,Pop,463,5,Adele,Free
24,Germany,Apple Music,EDM,435,410,BTS,Premium
20,South Korea,Deezer,Country,303,381,Adele,Free
55,UK,Deezer,Hip-Hop,431,234,Ed Sheeran,Premium
54,India,Spotify,Classical,420,96,Ed Sheeran,Free
29,USA,Apple Music,Hip-Hop,358,225,Billie Eilish,Premium
13,Australia,Deezer,Metal,356,474,Dua Lipa,Premium
22,Canada,Apple Music,Hip-Hop,147,416,Dua Lipa,Free
23,Japan,Tidal,Rock,55,367,Adele,Free
33,South Korea,YouTube,Reggae,246,123,Bad Bunny,Free
30,Brazil,Spotify,Reggae,577,461,BTS,Premium
27,Australia,Deezer,Rock,240,486,Billie Eilish,Premium
41,USA,Tidal,Jazz,467,247,Taylor Swift,Free
44,UK,Amazon Music,Pop,535,209,Adele,Premium
51,South Korea,Deezer,Reggae,331,463,Drake,Free
38,France,Deezer,Jazz,30,38,Bad Bunny,Premium
22,South Korea,Amazon Music,Pop,400,63,Drake,Free
45,UK,Amazon Music,Country,43,342,Post Malone,Premium
33,Australia,Spotify,Classical,495,143,Taylor Swift,Premium
50,UK,Deezer,Jazz,183,109,Billie Eilish,Free
29,UK,YouTube,Jazz,404,470,Taylor Swift,Free
23,Brazil,YouTube,Rock,509,333,Ed Sheeran,Premium
32,Germany,Amazon Music,Reggae,332,37,Adele,Free
15,Japan,YouTube,EDM,168,452,The Weeknd,Premium
17,Canada,Deezer,Jazz,595,440,Drake,Premium
41,India,YouTube,Rock,275,499,Taylor Swift,Free
42,Japan,Amazon Music,Classical,167,359,Dua Lipa,Free
44,Japan,Apple Music,Reggae,327,91,Dua Lipa,Free
41,Canada,Apple Music,Country,563,275,Bad Bunny,Premium
40,Brazil,YouTube,Pop,494,115,BTS,Free
51,Japan,Tidal,Pop,321,289,Bad Bunny,Free
19,Japan,Deezer,R&B,422,307,Taylor Swift,Premium
46,South Korea,Tidal,Hip-Hop,69,317,Post Malone,Free
24,Germany,YouTube,Metal,339,213,Bad Bunny,Premium
31,France,Deezer,Jazz,108,484,Post Malone,Premium
47,Brazil,Tidal,Metal,491,479,The Weeknd,Free
24,Brazil,Deezer,Country,105,144,Drake,Free
13,Germany,Deezer,Metal,403,155,Drake,Free
26,USA,Spotify,Pop,325,7,BTS,Free
31,Japan,YouTube,Pop,493,248,Dua Lipa,Premium
53,Brazil,YouTube,EDM,79,114,Drake,Premium
28,Japan,Spotify,Reggae,600,453,Bad Bunny,Free
43,UK,Tidal,R&B,263,124,Adele,Free
55,Canada,Deezer,Classical,569,75,Dua Lipa,Premium
28,UK,Spotify,Hip-Hop,284,295,Ed Sheeran,Premium
16,France,Apple Music,Pop,459,18,Billie Eilish,Free
57,USA,Apple Music,R&B,485,401,Ed Sheeran,Premium
45,USA,Tidal,Hip-Hop,568,174,Ed Sheeran,Free
59,USA,YouTube,Jazz,317,350,Drake,Premium
45,USA,Spotify,Pop,393,4,Post Malone,Premium
53,Australia,Amazon Music,Classical,25,365,Taylor Swift,Premium
52,Brazil,YouTube,Rock,248,246,Taylor Swift,Free
22,South Korea,Amazon Music,Classical,450,350,BTS,Free
51,UK,Deezer,EDM,331,419,Bad Bunny,Free
60,South Korea,Apple Music,Classical,555,472,Ed Sheeran,Premium
43,Canada,Spotify,R&B,466,176,Dua Lipa,Premium
31,Japan,Apple Music,R&B,585,236,Drake,Free
15,Brazil,Spotify,Country,522,398,Ed Sheeran,Free
54,Brazil,Apple Music,Country,330,499,BTS,Free
52,South Korea,Amazon Music,Metal,284,207,Adele,Free
37,France,Spotify,Classical,444,118,The Weeknd,Free
35,Japan,Spotify,Jazz,473,370,Bad Bunny,Free
21,Japan,Apple Music,Jazz,185,432,Post Malone,Free
47,India,YouTube,Pop,25,194,The Weeknd,Premium
26,Canada,Deezer,R&B,555,217,Taylor Swift,Free
59,Brazil,Tidal,EDM,391,94,Drake,Premium
50,South Korea,YouTube,Country,582,209,Dua Lipa,Premium
23,Germany,Deezer,EDM,588,464,Taylor Swift,Premium
15,UK,Tidal,Reggae,154,333,BTS,Free
19,India,Deezer,Jazz,252,125,Taylor Swift,Premium
55,South Korea,YouTube,Hip-Hop,521,131,BTS,Premium
23,USA,Spotify,Country,442,88,The Weeknd,Free
39,UK,Apple Music,Pop,411,113,Taylor Swift,Free
54,Japan,Apple Music,Pop,399,308,The Weeknd,Free
30,UK,Amazon Music,Jazz,152,4,Billie Eilish,Premium
56,South Korea,Deezer,Pop,514,162,Adele,Free
44,Australia,Tidal,Classical,341,500,Adele,Free
17,Germany,Tidal,EDM,62,118,Ed Sheeran,Free
54,USA,Apple Music,Pop,286,79,The Weeknd,Premium
49,Germany,Tidal,Classical,385,372,Post Malone,Premium
40,Japan,Amazon Music,Jazz,190,133,Ed Sheeran,Premium
54,Brazil,Amazon Music,Metal,470,113,The Weeknd,Premium
28,Japan,Spotify,Country,78,208,BTS,Premium
39,South Korea,Apple Music,R&B,412,294,The Weeknd,Free
37,India,Tidal,Rock,108,289,Bad Bunny,Premium
33,India,Deezer,Rock,481,73,Taylor Swift,Free
25,Brazil,Apple Music,Rock,537,22,Billie Eilish,Premium
22,France,Deezer,Country,439,328,Drake,Premium
31,India,Apple Music,Metal,487,427,Dua Lipa,Premium
22,South Korea,Amazon Music,EDM,192,469,Dua Lipa,Premium
60,Germany,Spotify,Hip-Hop,57,30,Billie Eilish,Premium
60,Australia,YouTube,Metal,354,459,Dua Lipa,Free
47,South Korea,Deezer,EDM,343,2,Drake,Free
21,UK,Amazon Music,EDM,55,188,Drake,Free
39,Brazil,Deezer,Jazz,247,119,Bad Bunny,Premium
20,Australia,Tidal,Classical,470,65,The Weeknd,Premium
32,Australia,Tidal,EDM,226,218,Billie Eilish,Free
57,Canada,Spotify,Hip-Hop,527,434,Adele,Premium
41,South Korea,Apple Music,Reggae,509,476,Drake,Free
15,USA,YouTube,Classical,295,110,Drake,Free
36,Brazil,YouTube,EDM,224,139,Post Malone,Premium
24,USA,Apple Music,Pop,567,275,Dua Lipa,Free
26,UK,Deezer,Rock,166,78,Bad Bunny,Premium
58,USA,Spotify,Reggae,436,215,Adele,Premium
49,Australia,Tidal,Classical,222,478,Ed Sheeran,Free
26,USA,Spotify,Jazz,396,249,Ed Sheeran,Premium
56,Canada,Amazon Music,Classical,478,435,Adele,Free
53,Canada,Spotify,Reggae,241,500,BTS,Free
32,Australia,Tidal,Jazz,166,141,Post Malone,Premium
48,Germany,Spotify,Hip-Hop,472,220,Adele,Premium
27,Germany,Tidal,EDM,235,343,Post Malone,Premium
53,Australia,Tidal,Country,220,221,Taylor Swift,Free
27,India,Deezer,Metal,578,368,Adele,Premium
32,UK,YouTube,EDM,309,137,Drake,Premium
47,USA,Amazon Music,Hip-Hop,258,37,Adele,Premium
16,South Korea,Spotify,R&B,409,67,Dua Lipa,Premium
45,Brazil,YouTube,Metal,536,115,Post Malone,Premium
34,USA,Amazon Music,Hip-Hop,541,103,Taylor Swift,Free
36,Brazil,Deezer,R&B,68,25,Billie Eilish,Free
51,Brazil,Spotify,Pop,216,242,Adele,Free
52,UK,Spotify,R&B,360,440,Dua Lipa,Premium
53,Australia,Apple Music,Country,71,49,Billie Eilish,Premium
50,Germany,Amazon Music,Country,391,172,Taylor Swift,Free
28,Canada,Deezer,Pop,429,52,Dua Lipa,Free
16,Canada,Spotify,Pop,272,368,The Weeknd,Premium
58,South Korea,Tidal,Rock,471,309,Ed Sheeran,Premium
24,France,YouTube,Pop,38,411,Drake,Free
15,Canada,YouTube,Country,341,219,Billie Eilish,Premium
57,Australia,Deezer,Metal,319,67,Billie Eilish,Premium
25,USA,Deezer,Jazz,22,59,Drake,Premium
55,Japan,Spotify,Hip-Hop,179,80,Ed Sheeran,Premium
54,India,Deezer,Classical,309,123,The Weeknd,Free
42,Japan,Amazon Music,EDM,45,262,The Weeknd,Premium
24,UK,Deezer,R&B,377,121,Ed Sheeran,Premium
18,Brazil,Amazon Music,Metal,438,357,Adele,Free
40,Brazil,Spotify,Pop,70,124,Billie Eilish,Premium
50,Canada,Amazon Music,Country,27,100,BTS,Free
47,Germany,Apple Music,R&B,102,169,Dua Lipa,Free
52,Brazil,Apple Music,EDM,148,221,Drake,Free
55,Brazil,Apple Music,Pop,589,488,Bad Bunny,Free
59,Brazil,Amazon Music,Jazz,330,211,Adele,Premium
17,South Korea,Amazon Music,Jazz,579,370,BTS,Free
33,South Korea,Spotify,Classical,318,426,Billie Eilish,Premium
38,Germany,Deezer,EDM,384,19,Adele,Premium
46,Japan,YouTube,R&B,114,28,Post Malone,Premium
23,South Korea,YouTube,EDM,501,187,Billie Eilish,Premium
16,Canada,YouTube,Classical,210,221,Adele,Premium
21,Australia,Amazon Music,Metal,301,318,Post Malone,Premium
15,Brazil,Deezer,Rock,541,131,Ed Sheeran,Free
27,Canada,Deezer,Jazz,28,493,Drake,Free
16,South Korea,Apple Music,Hip-Hop,173,64,BTS,Free
53,France,Amazon Music,R&B,579,463,Billie Eilish,Premium
27,South Korea,Spotify,EDM,341,364,Drake,Premium
43,Germany,Spotify,EDM,255,190,Adele,Free
43,South Korea,Deezer,Classical,148,480,Post Malone,Premium
35,USA,YouTube,Metal,239,173,Bad Bunny,Premium
48,South Korea,Tidal,EDM,371,290,Adele,Free
45,South Korea,YouTube,Reggae,328,81,Drake,Premium
46,Canada,Deezer,Pop,267,105,BTS,Free
48,USA,Deezer,EDM,377,205,Bad Bunny,Premium
55,India,Deezer,Classical,98,369,Billie Eilish,Free
55,Canada,YouTube,Metal,158,268,Drake,Premium
18,Germany,Tidal,EDM,165,319,The Weeknd,Premium
27,Brazil,YouTube,Rock,68,266,Drake,Free
40,UK,Apple Music,Reggae,437,463,Post Malone,Premium
54,South Korea,YouTube,Metal,206,208,Ed Sheeran,Free
25,Canada,YouTube,Jazz,367,252,BTS,Free
38,Japan,Deezer,Metal,399,13,Billie Eilish,Free
55,USA,Tidal,Reggae,73,225,Billie Eilish,Premium
17,South Korea,Amazon Music,Jazz,152,123,Adele,Free
52,Japan,YouTube,EDM,168,166,Post Malone,Free
41,Canada,Deezer,EDM,239,272,Taylor Swift,Premium
41,South Korea,Spotify,EDM,315,29,Drake,Free
36,Japan,Amazon Music,Country,360,428,The Weeknd,Free
23,Australia,Spotify,EDM,446,13,Dua Lipa,Premium
37,India,Amazon Music,Pop,126,92,BTS,Free
31,Japan,Amazon Music,Hip-Hop,493,448,Ed Sheeran,Free
22,Canada,Deezer,Rock,76,497,Ed Sheeran,Free
57,Brazil,Amazon Music,Rock,130,262,Ed Sheeran,Free
23,Brazil,Spotify,Reggae,58,122,The Weeknd,Free
35,South Korea,Apple Music,R&B,209,107,Bad Bunny,Free
13,Canada,Apple Music,Pop,553,353,Post Malone,Premium
28,Japan,Tidal,Reggae,50,354,Billie Eilish,Premium
55,Japan,Spotify,Classical,335,64,Taylor Swift,Premium
22,Germany,Apple Music,EDM,364,352,Post Malone,Premium
13,Australia,Spotify,Rock,501,7,Ed Sheeran,Free
21,Canada,Spotify,Jazz,186,449,Bad Bunny,Premium
22,Brazil,Amazon Music,Hip-Hop,482,128,Dua Lipa,Premium
46,Canada,YouTube,Jazz,312,500,Dua Lipa,Free
31,Germany,Amazon Music,Pop,31,30,BTS,Free
60,USA,Tidal,Hip-Hop,325,266,The Weeknd,Free
26,Brazil,Amazon Music,EDM,372,301,BTS,Free
16,Canada,Apple Music,Rock,536,141,Billie Eilish,Premium
13,South Korea,Spotify,Jazz,380,152,Post Malone,Free
18,Australia,Tidal,Jazz,554,113,Taylor Swift,Free
27,Australia,Spotify,Rock,386,324,Dua Lipa,Premium
20,Japan,Tidal,Metal,377,465,Post Malone,Premium
31,Brazil,YouTube,Pop,486,140,Bad Bunny,Free
26,South Korea,Amazon Music,Reggae,72,268,Dua Lipa,Free
60,South Korea,Apple Music,EDM,43,361,Ed Sheeran,Free
19,India,Apple Music,Jazz,482,110,Dua Lipa,Premium
49,South Korea,Spotify,EDM,349,442,Taylor Swift,Premium
52,Germany,Apple Music,Hip-Hop,499,146,Taylor Swift,Premium
38,France,YouTube,Country,595,285,BTS,Premium
47,South Korea,Amazon Music,Hip-Hop,247,300,BTS,Free
41,India,Spotify,R&B,304,123,Drake,Premium
31,South Korea,Tidal,R&B,591,255,Bad Bunny,Free
50,India,Deezer,EDM,124,159,Dua Lipa,Premium
32,South Korea,Spotify,Jazz,327,119,Billie Eilish,Free
51,Japan,Apple Music,EDM,30,281,Dua Lipa,Premium
28,France,Deezer,Reggae,11,84,BTS,Free
54,Canada,YouTube,EDM,15,352,Drake,Free
52,India,Tidal,Country,93,104,Ed Sheeran,Free
52,India,Amazon Music,EDM,253,486,Bad Bunny,Free
56,UK,Deezer,Rock,23,337,Adele,Premium
41,UK,Spotify,Country,452,323,The Weeknd,Premium
59,Australia,Amazon Music,EDM,334,87,Adele,Premium
53,Canada,Apple Music,Classical,556,381,Adele,Premium
14,Australia,Amazon Music,Jazz,267,369,BTS,Free
59,France,Deezer,Reggae,33,35,Bad Bunny,Premium
29,USA,Amazon Music,Jazz,366,183,Bad Bunny,Free
30,USA,YouTube,Rock,359,191,Bad Bunny,Premium
41,Brazil,Tidal,Pop,251,116,BTS,Free
47,Canada,Deezer,Metal,514,246,Bad Bunny,Premium
13,USA,Tidal,Classical,431,130,Post Malone,Free
14,India,Apple Music,Jazz,522,313,The Weeknd,Premium
33,USA,Amazon Music,Jazz,320,464,Adele,Premium
17,Japan,Tidal,Rock,481,196,Drake,Premium
13,UK,Tidal,Metal,127,163,Drake,Premium
43,Germany,Deezer,Metal,123,220,Adele,Premium
44,India,Amazon Music,Metal,341,70,Bad Bunny,Free
14,France,Spotify,R&B,221,359,Billie Eilish,Premium
48,Germany,YouTube,Reggae,405,395,Adele,Premium
54,Australia,Tidal,Hip-Hop,202,96,Dua Lipa,Free
24,Australia,Amazon Music,Country,185,99,The Weeknd,Premium
31,South Korea,Apple Music,Metal,62,396,Adele,Free
40,South Korea,Deezer,Hip-Hop,224,477,Post Malone,Premium
25,USA,YouTube,Rock,104,161,Post Malone,Premium
29,UK,Amazon Music,Metal,44,388,BTS,Free
14,India,Apple Music,Rock,542,204,Ed Sheeran,Free
16,Brazil,Amazon Music,R&B,160,443,BTS,Premium
60,Canada,Amazon Music,Rock,599,488,Dua Lipa,Free
25,UK,Deezer,Rock,58,187,Taylor Swift,Premium
